STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
17,105,Illinois,Livingston County,38950,35648
17,107,Illinois,Logan County,30305,28618
17,109,Illinois,McDonough County,32612,29682
17,111,Illinois,McHenry County,308760,307774
17,113,Illinois,McLean County,169572,171517
17,115,Illinois,Macon County,110768,104009
17,117,Illinois,Macoupin County,47765,44926
17,119,Illinois,Madison County,269282,262966
17,121,Illinois,Marion County,39437,37205
17,123,Illinois,Marshall County,12640,11438
17,125,Illinois,Mason County,14666,13359
17,127,Illinois,Massac County,15429,13772
17,129,Illinois,Menard County,12705,12196
17,131,Illinois,Mercer County,16434,15437
17,133,Illinois,Monroe County,32957,34637
17,135,Illinois,Montgomery County,30104,28414
17,137,Illinois,Morgan County,35547,33658
17,139,Illinois,Moultrie County,14846,14501
17,141,Illinois,Ogle County,53497,50643
17,143,Illinois,Peoria County,186494,179179
17,145,Illinois,Perry County,22350,20916
17,147,Illinois,Piatt County,16729,16344
17,149,Illinois,Pike County,16430,15561
17,151,Illinois,Pope County,4470,4177
17,153,Illinois,Pulaski County,6161,5335
17,155,Illinois,Putnam County,6006,5739
17,157,Illinois,Randolph County,33476,31782
17,159,Illinois,Richland County,16233,15513
17,161,Illinois,Rock Island County,147546,141879
17,163,Illinois,St. Clair County,270056,259686
17,165,Illinois,Saline County,24913,23491
17,167,Illinois,Sangamon County,197465,194672
17,169,Illinois,Schuyler County,7544,6768
17,171,Illinois,Scott County,5355,4951
17,173,Illinois,Shelby County,22363,21634
17,175,Illinois,Stark County,5994,5342
17,177,Illinois,Stephenson County,47711,44498
17,179,Illinois,Tazewell County,135394,131803
17,181,Illinois,Union County,17808,16653
17,183,Illinois,Vermilion County,81625,75758
17,185,Illinois,Wabash County,11947,11520
17,187,Illinois,Warren County,17707,16844
17,189,Illinois,Washington County,14716,13887
17,191,Illinois,Wayne County,16760,16215
17,193,Illinois,White County,14665,13537
17,195,Illinois,Whiteside County,58498,55175
17,197,Illinois,Will County,677560,690743
17,199,Illinois,Williamson County,66357,66597
17,201,Illinois,Winnebago County,295266,282572
17,203,Illinois,Woodford County,38664,38459
18,0,Indiana,Indiana,6483802,6732219
18,1,Indiana,Adams County,34387,35777
18,3,Indiana,Allen County,355329,379299
18,5,Indiana,Bartholomew County,76794,83779
18,7,Indiana,Benton County,8854,8748
18,9,Indiana,Blackford County,12766,11758
18,11,Indiana,Boone County,56640,67843
18,13,Indiana,Brown County,15242,15092
18,15,Indiana,Carroll County,20155,20257
18,17,Indiana,Cass County,38966,37689
18,19,Indiana,Clark County,110232,118302
18,21,Indiana,Clay County,26890,26225
18,23,Indiana,Clinton County,33224,32399
18,25,Indiana,Crawford County,10713,10577
18,27,Indiana,Daviess County,31648,33351
18,29,Indiana,Dearborn County,50047,49458
18,31,Indiana,Decatur County,25740,26559
18,33,Indiana,DeKalb County,42223,43475
18,35,Indiana,Delaware County,117671,114135
18,37,Indiana,Dubois County,41889,42736
18,39,Indiana,Elkhart County,197559,206341
18,41,Indiana,Fayette County,24277,23102
18,43,Indiana,Floyd County,74578,78522
18,45,Indiana,Fountain County,17240,16346
18,47,Indiana,Franklin County,23087,22758
18,49,Indiana,Fulton County,20836,19974
18,51,Indiana,Gibson County,33503,33659
18,53,Indiana,Grant County,70061,65769
18,55,Indiana,Greene County,33165,31922
18,57,Indiana,Hamilton County,274569,338011
18,59,Indiana,Hancock County,70002,78168
18,61,Indiana,Harrison County,39364,40515
18,63,Indiana,Hendricks County,145448,170311
18,65,Indiana,Henry County,49462,47972
18,67,Indiana,Howard County,82752,82544
18,69,Indiana,Huntington County,37124,36520
18,71,Indiana,Jackson County,42376,44231
18,73,Indiana,Jasper County,33478,33562
18,75,Indiana,Jay County,21253,20436
18,77,Indiana,Jefferson County,32428,32308
18,79,Indiana,Jennings County,28525,27735
18,81,Indiana,Johnson County,139654,158167
18,83,Indiana,Knox County,38440,36594
18,85,Indiana,Kosciusko County,77358,79456
18,87,Indiana,LaGrange County,37128,39614
18,89,Indiana,Lake County,496005,485493
18,91,Indiana,LaPorte County,111467,109888
18,93,Indiana,Lawrence County,46134,45370
18,95,Indiana,Madison County,131636,129569
18,97,Indiana,Marion County,903393,964582
18,99,Indiana,Marshall County,47051,46258
18,101,Indiana,Martin County,10334,10255
18,103,Indiana,Miami County,36903,35516
18,105,Indiana,Monroe County,137974,148431
18,107,Indiana,Montgomery County,38124,38338
18,109,Indiana,Morgan County,68894,70489
18,111,Indiana,Newton County,14244,13984
18,113,Indiana,Noble County,47536,47744
18,115,Indiana,Ohio County,6128,5875
18,117,Indiana,Orange County,19840,19646
18,119,Indiana,Owen County,21575,20799
18,121,Indiana,Parke County,17339,16937
18,123,Indiana,Perry County,19338,19169
18,125,Indiana,Pike County,12845,12389
18,127,Indiana,Porter County,164343,170389
18,129,Indiana,Posey County,25910,25427
18,131,Indiana,Pulaski County,13402,12353
18,133,Indiana,Putnam County,37963,37576
18,135,Indiana,Randolph County,26171,24665
18,137,Indiana,Ripley County,28818,28324
18,139,Indiana,Rush County,17392,16581
18,141,Indiana,St. Joseph County,266931,271826
18,143,Indiana,Scott County,24181,23873
18,145,Indiana,Shelby County,44436,44729
18,147,Indiana,Spencer County,20952,20277
18,149,Indiana,Starke County,23363,22995
18,151,Indiana,Steuben County,34185,34594
18,153,Indiana,Sullivan County,21475,20669
18,155,Indiana,Switzerland County,10613,10751
18,157,Indiana,Tippecanoe County,172780,195732
18,159,Indiana,Tipton County,15936,15148
18,161,Indiana,Union County,7516,7054
18,163,Indiana,Vanderburgh County,179703,181451
18,165,Indiana,Vermillion County,16212,15498
18,167,Indiana,Vigo County,107848,107038
18,169,Indiana,Wabash County,32888,30996
18,171,Indiana,Warren County,8508,8265
18,173,Indiana,Warrick County,59689,62998
18,175,Indiana,Washington County,28262,28036
18,177,Indiana,Wayne County,68917,65884
18,179,Indiana,Wells County,27636,28296
18,181,Indiana,White County,24643,24102
18,183,Indiana,Whitley County,33292,33964
19,0,Iowa,Iowa,3046355,3155070
19,1,Iowa,Adair County,7682,7152
19,3,Iowa,Adams County,4029,3602
19,5,Iowa,Allamakee County,14330,13687
19,7,Iowa,Appanoose County,12887,12426
19,9,Iowa,Audubon County,6119,5496
19,11,Iowa,Benton County,26076,25645
19,13,Iowa,Black Hawk County,131090,131228
19,15,Iowa,Boone County,26306,26234
19,17,Iowa,Bremer County,24276,25062
19,19,Iowa,Buchanan County,20958,21175
19,21,Iowa,Buena Vista County,20260,19620
19,23,Iowa,Butler County,14867,14439
19,25,Iowa,Calhoun County,9670,9668
19,27,Iowa,Carroll County,20816,20165
19,29,Iowa,Cass County,13956,12836
19,31,Iowa,Cedar County,18499,18627
19,33,Iowa,Cerro Gordo County,44151,42450
19,35,Iowa,Cherokee County,12072,11235
19,37,Iowa,Chickasaw County,12439,11933
19,39,Iowa,Clarke County,9286,9395
19,41,Iowa,Clay County,16667,16016
19,43,Iowa,Clayton County,18129,17549
19,45,Iowa,Clinton County,49116,46429
19,47,Iowa,Crawford County,17096,16820
19,49,Iowa,Dallas County,66135,93453
19,51,Iowa,Davis County,8753,9000
19,53,Iowa,Decatur County,8457,7870
19,55,Iowa,Delaware County,17764,17011
19,57,Iowa,Des Moines County,40325,38967
19,59,Iowa,Dickinson County,16667,17258
19,61,Iowa,Dubuque County,93653,97311
19,63,Iowa,Emmet County,10302,9208
19,65,Iowa,Fayette County,20880,19650
19,67,Iowa,Floyd County,16303,15642
19,69,Iowa,Franklin County,10680,10070
19,71,Iowa,Fremont County,7441,6960
19,73,Iowa,Greene County,9336,8888
19,75,Iowa,Grundy County,12453,12232
19,77,Iowa,Guthrie County,10954,10689
19,79,Iowa,Hamilton County,15673,14773
19,81,Iowa,Hancock County,11341,10630
19,83,Iowa,Hardin County,17534,16846
19,85,Iowa,Harrison County,14928,14049
19,87,Iowa,Henry County,20145,19954
19,89,Iowa,Howard County,9566,9158
19,91,Iowa,Humboldt County,9815,9558
19,93,Iowa,Ida County,7089,6860
19,95,Iowa,Iowa County,16355,16184
19,97,Iowa,Jackson County,19848,19439
19,99,Iowa,Jasper County,36842,37185
19,101,Iowa,Jefferson County,16843,18295
19,103,Iowa,Johnson County,130882,151140
19,105,Iowa,Jones County,20638,20681
19,107,Iowa,Keokuk County,10511,10246
19,109,Iowa,Kossuth County,15543,14813
19,111,Iowa,Lee County,35862,33657
19,113,Iowa,Linn County,211226,226706
19,115,Iowa,Louisa County,11387,11035
19,117,Iowa,Lucas County,8898,8600
19,119,Iowa,Lyon County,11581,11755
19,121,Iowa,Madison County,15679,16338
19,123,Iowa,Mahaska County,22381,22095
19,125,Iowa,Marion County,33309,33253
19,127,Iowa,Marshall County,40648,39369
19,129,Iowa,Mills County,15059,15109
19,131,Iowa,Mitchell County,10776,10586
19,133,Iowa,Monona County,9243,8615
19,135,Iowa,Monroe County,7970,7707
19,137,Iowa,Montgomery County,10740,9917
19,139,Iowa,Muscatine County,42745,42664
19,141,Iowa,O'Brien County,14398,13753
19,143,Iowa,Osceola County,6462,5958
19,145,Iowa,Page County,15932,15107
19,147,Iowa,Palo Alto County,9421,8886
19,149,Iowa,Plymouth County,24986,25177
19,151,Iowa,Pocahontas County,7310,6619
19,153,Iowa,Polk County,430640,490161
19,155,Iowa,Pottawattamie County,93158,93206
19,157,Iowa,Poweshiek County,18914,18504
19,159,Iowa,Ringgold County,5131,4894
19,161,Iowa,Sac County,10350,9721
19,163,Iowa,Scott County,165224,172943
19,165,Iowa,Shelby County,12167,11454
19,167,Iowa,Sioux County,33704,34855
19,169,Iowa,Story County,89542,97117
19,171,Iowa,Tama County,17767,16854
19,173,Iowa,Taylor County,6317,6121
19,175,Iowa,Union County,12534,12241
19,177,Iowa,Van Buren County,7570,7044
19,179,Iowa,Wapello County,35625,34969
19,181,Iowa,Warren County,46225,51466
19,183,Iowa,Washington County,21704,21965
19,185,Iowa,Wayne County,6403,6441
19,187,Iowa,Webster County,38013,35904
19,189,Iowa,Winnebago County,10866,10354
19,191,Iowa,Winneshiek County,21056,19991
19,193,Iowa,Woodbury County,102172,103107
19,195,Iowa,Worth County,7598,7381
19,197,Iowa,Wright County,13229,12562
20,0,Kansas,Kansas,2853118,2913314
20,1,Kansas,Allen County,13371,12369
20,3,Kansas,Anderson County,8102,7858
20,5,Kansas,Atchison County,16924,16073
20,7,Kansas,Barber County,4861,4427
20,9,Kansas,Barton County,27674,25779
20,11,Kansas,Bourbon County,15173,14534
20,13,Kansas,Brown County,9984,9564
20,15,Kansas,Butler County,65880,66911
20,17,Kansas,Chase County,2790,2648
20,19,Kansas,Chautauqua County,3669,3250
20,21,Kansas,Cherokee County,21603,19939
20,23,Kansas,Cheyenne County,2726,2657
20,25,Kansas,Clark County,2215,1994
20,27,Kansas,Clay County,8535,8002
20,29,Kansas,Cloud County,9533,8786
20,31,Kansas,Coffey County,8601,8179
20,33,Kansas,Comanche County,1891,1700
20,35,Kansas,Cowley County,36311,34908
20,37,Kansas,Crawford County,39134,38818
20,39,Kansas,Decatur County,2961,2827
20,41,Kansas,Dickinson County,19754,18466
20,43,Kansas,Doniphan County,7945,7600
20,45,Kansas,Douglas County,110826,122259
20,47,Kansas,Edwards County,3037,2798
20,49,Kansas,Elk County,2882,2530
20,51,Kansas,Ellis County,28452,28553
20,53,Kansas,Ellsworth County,6497,6102
20,55,Kansas,Finney County,36776,36467
20,57,Kansas,Ford County,33848,33619
20,59,Kansas,Franklin County,25992,25544
20,61,Kansas,Geary County,34362,31670
20,63,Kansas,Gove County,2695,2636
20,65,Kansas,Graham County,2597,2482
20,67,Kansas,Grant County,7829,7150
20,69,Kansas,Gray County,6006,5988
20,71,Kansas,Greeley County,1247,1232
20,73,Kansas,Greenwood County,6689,5982
20,75,Kansas,Hamilton County,2690,2539
20,77,Kansas,Harper County,6034,5436
20,79,Kansas,Harvey County,34684,34429
20,81,Kansas,Haskell County,4256,3968
20,83,Kansas,Hodgeman County,1916,1794
20,85,Kansas,Jackson County,13462,13171
20,87,Kansas,Jefferson County,19126,19043
20,89,Kansas,Jewell County,3077,2879
20,91,Kansas,Johnson County,544179,602401
20,93,Kansas,Kearny County,3977,3838
20,95,Kansas,Kingman County,7858,7152
20,97,Kansas,Kiowa County,2553,2475
20,99,Kansas,Labette County,21607,19618
20,101,Kansas,Lane County,1750,1535
20,103,Kansas,Leavenworth County,76227,81758
20,105,Kansas,Lincoln County,3241,2962
20,107,Kansas,Linn County,9656,9703
20,109,Kansas,Logan County,2756,2794
20,111,Kansas,Lyon County,33690,33195
20,113,Kansas,McPherson County,29180,28542
20,115,Kansas,Marion County,12660,11884
20,117,Kansas,Marshall County,10117,9707
20,119,Kansas,Meade County,4575,4033
20,121,Kansas,Miami County,32787,34237
20,123,Kansas,Mitchell County,6373,5979
20,125,Kansas,Montgomery County,35471,31829
20,127,Kansas,Morris County,5923,5620
20,129,Kansas,Morton County,3233,2587
20,131,Kansas,Nemaha County,10178,10231
20,133,Kansas,Neosho County,16512,16007
20,135,Kansas,Ness County,3107,2750
20,137,Kansas,Norton County,5671,5361
20,139,Kansas,Osage County,16295,15949
20,141,Kansas,Osborne County,3858,3421
20,143,Kansas,Ottawa County,6091,5704
20,145,Kansas,Pawnee County,6973,6414
20,147,Kansas,Phillips County,5642,5234
20,149,Kansas,Pottawatomie County,21604,24383
20,151,Kansas,Pratt County,9656,9164
20,153,Kansas,Rawlins County,2519,2530
20,155,Kansas,Reno County,64511,61998
20,157,Kansas,Republic County,4980,4636
20,159,Kansas,Rice County,10083,9537
20,161,Kansas,Riley County,71115,74232
20,163,Kansas,Rooks County,5181,4920
20,165,Kansas,Rush County,3307,3036
20,167,Kansas,Russell County,6970,6856
20,169,Kansas,Saline County,55606,54224
20,171,Kansas,Scott County,4936,4823
20,173,Kansas,Sedgwick County,498365,516042
20,175,Kansas,Seward County,22952,21428
20,177,Kansas,Shawnee County,177934,176875
20,179,Kansas,Sheridan County,2556,2521
20,181,Kansas,Sherman County,6010,5917
20,183,Kansas,Smith County,3853,3583
20,185,Kansas,Stafford County,4437,4156
20,187,Kansas,Stanton County,2235,2006
20,189,Kansas,Stevens County,5724,5485
20,191,Kansas,Sumner County,24132,22836
20,193,Kansas,Thomas County,7900,7777
20,195,Kansas,Trego County,3001,2803
20,197,Kansas,Wabaunsee County,7053,6931
20,199,Kansas,Wallace County,1485,1518
20,201,Kansas,Washington County,5799,5406
20,203,Kansas,Wichita County,2234,2119
20,205,Kansas,Wilson County,9409,8525
20,207,Kansas,Woodson County,3309,3138
20,209,Kansas,Wyandotte County,157505,165429
21,0,Kentucky,Kentucky,4339367,4467673
21,1,Kentucky,Adair County,18656,19202
21,3,Kentucky,Allen County,19956,21315
21,5,Kentucky,Anderson County,21421,22747
21,7,Kentucky,Ballard County,8249,7888
21,9,Kentucky,Barren County,42173,44249
21,11,Kentucky,Bath County,11591,12500
21,13,Kentucky,Bell County,28691,26032
21,15,Kentucky,Boone County,118811,133581
21,17,Kentucky,Bourbon County,19985,19788
21,19,Kentucky,Boyd County,49542,46718
21,21,Kentucky,Boyle County,28432,30060
21,23,Kentucky,Bracken County,8488,8303
21,25,Kentucky,Breathitt County,13878,12630
21,27,Kentucky,Breckinridge County,20059,20477
21,29,Kentucky,Bullitt County,74319,81676
21,31,Kentucky,Butler County,12690,12879
21,33,Kentucky,Caldwell County,12984,12747
21,35,Kentucky,Calloway County,37191,39001
21,37,Kentucky,Campbell County,90336,93584
21,39,Kentucky,Carlisle County,5104,4760
21,41,Kentucky,Carroll County,10811,10631
21,43,Kentucky,Carter County,27720,26797
21,45,Kentucky,Casey County,15955,16159
21,47,Kentucky,Christian County,73955,70461
21,49,Kentucky,Clark County,35613,36263
21,51,Kentucky,Clay County,21730,19901
21,53,Kentucky,Clinton County,10272,10218
21,55,Kentucky,Crittenden County,9315,8806
21,57,Kentucky,Cumberland County,6856,6614
21,59,Kentucky,Daviess County,96656,101511
21,61,Kentucky,Edmonson County,12161,12150
21,63,Kentucky,Elliott County,7852,7517
21,65,Kentucky,Estill County,14672,14106
21,67,Kentucky,Fayette County,295803,323152
21,69,Kentucky,Fleming County,14348,14581
21,71,Kentucky,Floyd County,39451,35589
21,73,Kentucky,Franklin County,49285,50991
21,75,Kentucky,Fulton County,6813,5969
21,77,Kentucky,Gallatin County,8589,8869
21,79,Kentucky,Garrard County,16912,17666
21,81,Kentucky,Grant County,24662,25069
21,83,Kentucky,Graves County,37121,37266
21,85,Kentucky,Grayson County,25746,26427
21,87,Kentucky,Green County,11258,10941
21,89,Kentucky,Greenup County,36910,35098
21,91,Kentucky,Hancock County,8565,8722
21,93,Kentucky,Hardin County,105543,110958
21,95,Kentucky,Harlan County,29278,26010
21,97,Kentucky,Harrison County,18846,18886
21,99,Kentucky,Hart County,18199,19035
21,101,Kentucky,Henderson County,46250,45210
21,103,Kentucky,Henry County,15416,16126
21,105,Kentucky,Hickman County,4902,4380
21,107,Kentucky,Hopkins County,46920,44686
21,109,Kentucky,Jackson County,13494,13329
21,111,Kentucky,Jefferson County,741096,766757
21,113,Kentucky,Jessamine County,48586,54115
21,115,Kentucky,Johnson County,23356,22188
21,117,Kentucky,Kenton County,159720,166998
21,119,Kentucky,Knott County,16346,14806
21,121,Kentucky,Knox County,31883,31145
21,123,Kentucky,Larue County,14193,14398
21,125,Kentucky,Laurel County,58849,60813
21,127,Kentucky,Lawrence County,15860,15317
21,129,Kentucky,Lee County,7887,7403
21,131,Kentucky,Leslie County,11310,9877
21,133,Kentucky,Letcher County,24519,21553
21,135,Kentucky,Lewis County,13870,13275
21,137,Kentucky,Lincoln County,24742,24549
21,139,Kentucky,Livingston County,9519,9194
21,141,Kentucky,Logan County,26835,27102
21,143,Kentucky,Lyon County,8314,8210
21,145,Kentucky,McCracken County,65565,65418
21,147,Kentucky,McCreary County,18306,17231
21,149,Kentucky,McLean County,9531,9207
21,151,Kentucky,Madison County,82916,92987
21,153,Kentucky,Magoffin County,13333,12161
21,155,Kentucky,Marion County,19820,19273
21,157,Kentucky,Marshall County,31448,31100
21,159,Kentucky,Martin County,12929,11195
21,161,Kentucky,Mason County,17490,17070
21,163,Kentucky,Meade County,28602,28572
21,165,Kentucky,Menifee County,6306,6489
21,167,Kentucky,Mercer County,21331,21933
21,169,Kentucky,Metcalfe County,10099,10071
21,171,Kentucky,Monroe County,10963,10650
21,173,Kentucky,Montgomery County,26499,28157
21,175,Kentucky,Morgan County,13923,13309
21,177,Kentucky,Muhlenberg County,31499,30622
21,179,Kentucky,Nelson County,43437,46233
21,181,Kentucky,Nicholas County,7135,7269
21,183,Kentucky,Ohio County,23842,23994
21,185,Kentucky,Oldham County,60316,66799
21,187,Kentucky,Owen County,10841,10901
21,189,Kentucky,Owsley County,4755,4415
21,191,Kentucky,Pendleton County,14877,14590
21,193,Kentucky,Perry County,28712,25758
21,195,Kentucky,Pike County,65024,57876
21,197,Kentucky,Powell County,12613,12359
21,199,Kentucky,Pulaski County,63063,64979
21,201,Kentucky,Robertson County,2282,2108
21,203,Kentucky,Rockcastle County,17056,16695
21,205,Kentucky,Rowan County,23333,24460
21,207,Kentucky,Russell County,17565,17923
21,209,Kentucky,Scott County,47173,57004
21,211,Kentucky,Shelby County,42074,49024
21,213,Kentucky,Simpson County,17327,18572
21,215,Kentucky,Spencer County,17061,19351
21,217,Kentucky,Taylor County,24512,25769
21,219,Kentucky,Todd County,12460,12294
21,221,Kentucky,Trigg County,14339,14651
21,223,Kentucky,Trimble County,8809,8471
21,225,Kentucky,Union County,15007,14381
21,227,Kentucky,Warren County,113792,132896
21,229,Kentucky,Washington County,11717,12095
21,231,Kentucky,Wayne County,20813,20333
21,233,Kentucky,Webster County,13621,12942
21,235,Kentucky,Whitley County,35637,36264
21,237,Kentucky,Wolfe County,7355,7157
21,239,Kentucky,Woodford County,24939,26734
22,0,Louisiana,Louisiana,4533372,4648794
22,1,Louisiana,Acadia Parish,61773,62045
22,3,Louisiana,Allen Parish,25764,25627
22,5,Louisiana,Ascension Parish,107215,126604
22,7,Louisiana,Assumption Parish,23421,21891
22,9,Louisiana,Avoyelles Parish,42073,40144
22,11,Louisiana,Beauregard Parish,35654,37497
22,13,Louisiana,Bienville Parish,14353,13241
22,15,Louisiana,Bossier Parish,116979,127039
22,17,Louisiana,Caddo Parish,254969,240204
22,19,Louisiana,Calcasieu Parish,192768,203436
22,21,Louisiana,Caldwell Parish,10132,9918
22,23,Louisiana,Cameron Parish,6839,6973
22,25,Louisiana,Catahoula Parish,10407,9494
22,27,Louisiana,Claiborne Parish,17195,15670
22,29,Louisiana,Concordia Parish,20822,19259
22,31,Louisiana,De Soto Parish,26656,27463
22,33,Louisiana,East Baton Rouge Parish,440171,440059
22,35,Louisiana,East Carroll Parish,7759,6861
22,37,Louisiana,East Feliciana Parish,20267,19135
22,39,Louisiana,Evangeline Parish,33984,33395
22,41,Louisiana,Franklin Parish,20767,20015
22,43,Louisiana,Grant Parish,22309,22389
22,45,Louisiana,Iberia Parish,73240,69830
22,47,Louisiana,Iberville Parish,33387,32511
22,49,Louisiana,Jackson Parish,16274,15744
22,51,Louisiana,Jefferson Parish,432552,432493
22,53,Louisiana,Jefferson Davis Parish,31594,31368
22,55,Louisiana,Lafayette Parish,221578,244390
22,57,Louisiana,Lafourche Parish,96318,97614
22,59,Louisiana,LaSalle Parish,14890,14892
22,61,Louisiana,Lincoln Parish,46735,46742
22,63,Louisiana,Livingston Parish,128026,140789
22,65,Louisiana,Madison Parish,12093,10951
22,67,Louisiana,Morehouse Parish,27979,24874
22,69,Louisiana,Natchitoches Parish,39566,38158
22,71,Louisiana,Orleans Parish,343829,390144
22,73,Louisiana,Ouachita Parish,153720,153279
22,75,Louisiana,Plaquemines Parish,23042,23197
22,77,Louisiana,Pointe Coupee Parish,22802,21730
22,79,Louisiana,Rapides Parish,131613,129648
22,81,Louisiana,Red River Parish,9091,8442
22,83,Louisiana,Richland Parish,20725,20122
22,85,Louisiana,Sabine Parish,24233,23884
22,87,Louisiana,St. Bernard Parish,35897,47244
22,89,Louisiana,St. Charles Parish,52780,53100
22,91,Louisiana,St. Helena Parish,11203,10132
22,93,Louisiana,St. James Parish,22102,21096
22,95,Louisiana,St. John the Baptist Parish,45924,42837
22,97,Louisiana,St. Landry Parish,83384,82124
22,99,Louisiana,St. Martin Parish,52160,53431
22,101,Louisiana,St. Mary Parish,54650,49348
22,103,Louisiana,St. Tammany Parish,233740,260419
22,105,Louisiana,Tangipahoa Parish,121097,134758
22,107,Louisiana,Tensas Parish,5252,4334
22,109,Louisiana,Terrebonne Parish,111860,110461
22,111,Louisiana,Union Parish,22721,22108
22,113,Louisiana,Vermilion Parish,57999,59511
22,115,Louisiana,Vernon Parish,52334,47429
22,117,Louisiana,Washington Parish,47168,46194
22,119,Louisiana,Webster Parish,41207,38340
22,121,Louisiana,West Baton Rouge Parish,23788,26465
22,123,Louisiana,West Carroll Parish,11604,10830
22,125,Louisiana,West Feliciana Parish,15625,15568
22,127,Louisiana,Winn Parish,15313,13904
23,0,Maine,Maine,1328361,1344212
23,1,Maine,Androscoggin County,107702,108277
23,3,Maine,Aroostook County,71870,67055
23,5,Maine,Cumberland County,281674,295003
23,7,Maine,Franklin County,30768,30199
23,9,Maine,Hancock County,54418,54987
23,11,Maine,Kennebec County,122151,122302
23,13,Maine,Knox County,39736,39772
23,15,Maine,Lincoln County,34457,34634
23,17,Maine,Oxford County,57833,57975
23,19,Maine,Penobscot County,153923,152148
23,21,Maine,Piscataquis County,17535,16785
23,23,Maine,Sagadahoc County,35293,35856
23,25,Maine,Somerset County,52228,50484
23,27,Maine,Waldo County,38786,39715
23,29,Maine,Washington County,32856,31379
23,31,Maine,York County,197131,207641
24,0,Maryland,Maryland,5773552,6045680
24,1,Maryland,Allegany County,75087,70416
24,3,Maryland,Anne Arundel County,537656,579234
24,5,Maryland,Baltimore County,805029,827370
24,9,Maryland,Calvert County,88737,92525
24,11,Maryland,Caroline County,33066,33406
24,13,Maryland,Carroll County,167134,168447
24,15,Maryland,Cecil County,101108,102855
24,17,Maryland,Charles County,146551,163257
24,19,Maryland,Dorchester County,32618,31929
24,21,Maryland,Frederick County,233385,259547
24,23,Maryland,Garrett County,30097,29014
24,25,Maryland,Harford County,244826,255441
24,27,Maryland,Howard County,287085,325690
24,29,Maryland,Kent County,20197,19422
24,31,Maryland,Montgomery County,971777,1050688
24,33,Maryland,Prince George's County,863420,909327
24,35,Maryland,Queen Anne's County,47798,50381
24,37,Maryland,St. Mary's County,105151,113510
24,39,Maryland,Somerset County,26470,25616
24,41,Maryland,Talbot County,37782,37181
24,43,Maryland,Washington County,147430,151049
24,45,Maryland,Wicomico County,98733,103609
24,47,Maryland,Worcester County,51454,52276
24,510,Maryland,Baltimore city,620961,593490
25,0,Massachusetts,Massachusetts,6547629,6892503
25,1,Massachusetts,Barnstable County,215888,212990
25,3,Massachusetts,Berkshire County,131219,124944
25,5,Massachusetts,Bristol County,548285,565217
25,7,Massachusetts,Dukes County,16535,17332
25,9,Massachusetts,Essex County,743159,789034
25,11,Massachusetts,Franklin County,71372,70180
25,13,Massachusetts,Hampden County,463490,466372
25,15,Massachusetts,Hampshire County,158080,160830
25,17,Massachusetts,Middlesex County,1503085,1611699
25,19,Massachusetts,Nantucket County,10172,11399
25,21,Massachusetts,Norfolk County,670850,706775
25,23,Massachusetts,Plymouth County,494919,521202
25,25,Massachusetts,Suffolk County,722023,803907
25,27,Massachusetts,Worcester County,798552,830622
26,0,Michigan,Michigan,9883640,9986857
26,1,Michigan,Alcona County,10942,10405
26,3,Michigan,Alger County,9601,9108
26,5,Michigan,Allegan County,111408,118081
26,7,Michigan,Alpena County,29598,28405
26,9,Michigan,Antrim County,23580,23324
26,11,Michigan,Arenac County,15899,14883
26,13,Michigan,Baraga County,8860,8209
26,15,Michigan,Barry County,59173,61550
26,17,Michigan,Bay County,107771,103126
26,19,Michigan,Benzie County,17525,17766
26,21,Michigan,Berrien County,156813,153401
26,23,Michigan,Branch County,45248,43517
26,25,Michigan,Calhoun County,136146,134159
26,27,Michigan,Cass County,52293,51787
26,29,Michigan,Charlevoix County,25949,26143
26,31,Michigan,Cheboygan County,26152,25276
26,33,Michigan,Chippewa County,38520,37349
26,35,Michigan,Clare County,30926,30950
26,37,Michigan,Clinton County,75382,79595
26,39,Michigan,Crawford County,14074,14029
26,41,Michigan,Delta County,37069,35784
26,43,Michigan,Dickinson County,26168,25239
26,45,Michigan,Eaton County,107759,110268
26,47,Michigan,Emmet County,32694,33415
26,49,Michigan,Genesee County,425790,405813
26,51,Michigan,Gladwin County,25692,25449
26,53,Michigan,Gogebic County,16427,13975
26,55,Michigan,Grand Traverse County,86986,93088
26,57,Michigan,Gratiot County,42476,40711
26,59,Michigan,Hillsdale County,46688,45605
26,61,Michigan,Houghton County,36628,35684
26,63,Michigan,Huron County,33118,30981
26,65,Michigan,Ingham County,280895,292406
26,67,Michigan,Ionia County,63905,64697
26,69,Michigan,Iosco County,25887,25127
26,71,Michigan,Iron County,11817,11066
26,73,Michigan,Isabella County,70311,69872
26,75,Michigan,Jackson County,160248,158510
26,77,Michigan,Kalamazoo County,250331,265066
26,79,Michigan,Kalkaska County,17153,18038
26,81,Michigan,Kent County,602622,656955
26,83,Michigan,Keweenaw County,2156,2116
26,85,Michigan,Lake County,11539,11853
26,87,Michigan,Lapeer County,88319,87607
26,89,Michigan,Leelanau County,21708,21761
26,91,Michigan,Lenawee County,99892,98451
26,93,Michigan,Livingston County,180967,191995
26,95,Michigan,Luce County,6631,6229
26,97,Michigan,Mackinac County,11113,10799
26,99,Michigan,Macomb County,840978,873972
26,101,Michigan,Manistee County,24733,24558
26,103,Michigan,Marquette County,67077,66699
